Text,Category,WordCount,TokenCount
patrick petroleum co ppc 4th qtr net shr nil v one ct net 59608 v 95909 rev 2921629 v 2918682 avg shr 7062172 v 7273020 year shr loss 122 dlr v profit 27 ct net loss 8812432 v profit 1847560 rev 3070327 v 3195710 avg shr 7187941 v 6828368,sugar,42,42
inland vacuum industri inc ivac 1st qtr net qtr end jan 31 shr six ct v eight ct net 103436 dlr v 134360 dlr rev 1762270 v 1282463,money-fx,20,20
del laboratori inc dli 4th qtr net shr 16 ct v 55 ct net 232000 v 814000 rev 224 mln v 22 mln year shr 207 dlr v 243 dlr net 3108000 v 3670000 rev 1067 mln v 1011 mln note per share figur adjust reflect fourforthre stock split paid march 26 1986,earn,47,50
chilean gdp 57 pct 1986 central bank say chile gross domest product rose 57 pct last year 188 billion dollar compar 24 pct rise previou year central bank said said initi project 46 pct increas gdp year sector regist greatest growth 1986 fisheri 10 pct agricultur 87 pct transport commun 81 pct industri 80 pct bank ad,acq,73,82
u feedgrain group attack canada corn rule u feedgrain council surpris disappoint canadian import tribun decis import corn u materi injur canadian corn produc council spokesman said time world attempt liber trade new rounnd multilater negoti incomprehens countri stand gain much reduct agricultur trade barrier would threaten process cave pressur protection council presid darwin e stolt said canada find strain uscanadian trade relationship could damag futur u feedgrain support free trade negoti also neg impact farm trade reform nation council said,trade,119,132
lyng say decis taken cabinet council u agricultur secretari richard lyng said decis taken today white hous econom polici council meet speak report return meet lyng said five minut session dealt agricultur issu decis make meet lyng said aid lyng earlier said administr agricultur legisl propos would farmrel topic agenda lyng would comment farm issu discus ask would respond farm group congressman urg u offer wheat bonu soviet union lyng said would listen noncommitt,wheat,109,123
treasuri balanc fed fell march 5 treasuri balanc feder reserv fell march 5 3467 billion dlr 3939 billion dlr previou busi day treasuri said latest budget statement balanc tax loan note account fell 14350 billion dlr 14391 billion dlr respect day treasuri oper cash balanc total 17817 billion dlr march 5 compar 18330 billion dlr march 4,acq,71,76
nicaragua romania paraguay lose trade right presid reagan formal end preferenti dutyfre trade treatment export nicaragua romania paraguay gener system prefer gsp took action determin three countri take step give worker intern recogn right u trade repres clayton yeutter announc intend action januari 2 unit state conduct trade nicaragua littl trade romania paraguay,acq,72,79
u feedgrain 092 support evalu posit advoc 092 plan feedgrain like delay offer propos disast aid bill hous agricultur committe scale back includ 1987 winter wheat congression sourc said disast aid bill introduc rep glenn english dokla spark sharp controversi propos implement 092 program 1987 wheat 1988 winter wheat agreement reach trim bill back 1987 wheat support 092 feedgrain plan said even scaleddown version would equit farmer unless english bill pertain 1987 winter wheat simpl disast payment feedgrain treat equal said bill narrow winter wheat support 092 feedgrain amend probabl offer propos next week sourc said english agre support amend rep charl stenholm rtex narrow bill 1987 wheat whether would also back reduct unclear agricultur aid english said congressman first choic make option avail 1987 wheat farmer howev polit realiti disast aid winter wheat farmer would unavail controversi spring wheat english might consid even greater cutback bill said 092 plan farmer could forego plant still receiv 92 pct defici payment rep arlan stangeland rminn harold volkmer dmo express interest expand english bill includ 092 program feedgrain aid said stangeland want reopen farm bill fair crop small percentag spring wheat farmer would like sign 092 sinc incent plant greater idl land economist said oppon 092 feedgrain program argu prematur make major chang farm bill hous agricultur committe need studi close impact program,earn,354,392
bell howel bhw complet sale unit bell howel co said complet sale comput output microfilm busi com product inc unit privatelyheld lebow industri inc sum deal disclos unit make devic print data directli comput onto microfilm,earn,48,56
u busi loan fall 618 mln dlr feb 25 week fed say u busi loan fall 618 mln dlr feb 25 week fed say,earn,13,14
u busi loan fall 618 mln dlr busi loan book major u bank exclud accept fell 618 mln dlr 27888 billion dlr week end februari 25 feder reserv board said fed said busi loan includ accept fell 897 mln dlr 28123 billion dlr,money-supply,46,51
hyponex corp hypx year net shr 85 ct v 120 dlr net 5130000 v 7236000 rev 936 mln v 919 mln,earn,16,16
hmo america inc hmoa year loss shr loss 33 ct v profit 38 ct net loss 2359978 v profit 2805389 rev 762 mln v 618 mln avg shr 7096886 v 7392586,earn,25,25
american pork congress overhaul 1988 nation pork produc council nppc announc year american pork congress apc congress trade show divid two part 1988 next year apc held atlanta busi session continu first week march trade show chang new intern event call world pork expo first expo held june 1988 de moin expand format said execut vicepresid orvil sweet said decis spilt show congress came produc never get see trade show floor make sen divid busi session trade show sweet said,acq,127,144
dtd enterpris inc reorgan dtd enterpris inc said file 8k report indic eagleslair develop corp assum control compani reorgan plan sign last month compani said gerald lach presid eagleslair name presid director dtd addit dts board resign eagleslair appoint new director compani said,trade,57,69
schwab safe co s up payout qtli div 13 ct v 12 ct prior pay april 17 record march 31,ship,14,14
physician insur co pico 4th qtr net shr 31 ct v 53 ct net 960143 dlr v 1631011 dlr rev 274 mln dlr v 189 mln dlr avg shr 3079533 v 3096095 12 mth shr 101 dlr v 92 ct net 3113337 dlr v 2855755 dlr rev 1065 mln dlr v 783 mln dlr avg shr 3079516 v 3089140 note per share amount qtr year prior restat reflect sixforf stock split august 1986 rev qtr includ capit gain 3049564 v 2010972 year 9841204 v 5798995 rev qtr includ noninsur revenu 1627518 v 1550329 year 7289973 v 4639162 rev qtr includ life subsidiari account deposit 548538 v 241465 year 2104840 v 300404,earn,126,134
dumez unit 94 pct westburn wbi dumez invest inc said 947 pct westburn intern industri ltd outstand common share deposit takeov bid said receiv 11070000 share 2250 dlr per share offer expir yesterday dumez said proceed acquir remain common share give 100 pct ownership westburn dumez privat compani own jointli dumez sa unicorp canada corp,ship,73,84
canadian natur resourc sell stake canadian natur resourc ltd said agre principl sell 80 pct work interest certain produc nonproduc natur ga properti locat southwestern saskatchewan transact expect close april 1 1987 compani said identifi buyer give sell price proce use satisfi februari 1987 repay demand one compani lender excess proce ad work capit compani said,earn,82,95
malrit buy cox radio station unit malrit guarante broadcast partner lp said bought wtrk inc cox enterpris inc 138 mln dlr cash said wtrk own oper wtrkfm philadelphia radio station transfer licens sation approv feder commun commiss malrit guarante said limit partnerhip form acquir oper radio tv station said malrit commun group inc malr gener partner,acq,74,92
cyacq extend tender cyclop cyl cyacq corp said extend 80 dlr share tender offer cyclop corp march 20 today cyacq form citicorp capit investor ltd audio video affili inc ava acquir cyclop tender offer began februari six offer condit upon least 80 pct outstand share least 80 pct vote secur tender expir offer march six 353 share cyclop 41 mln outstand share tender,earn,89,100
uslico corp usvc increas dividend qtli div 22 ct v 20 ct prior payabl march 27 record march 18,money-supply,14,14
usair group request transport depart order twa divest stake usair group request transport depart order twa divest stake,money-supply,10,10
diplomat electron dpec cut cost diplomat electron corp said reduc expens four mln dlr year effort stem loss return posit net worth compani also said certain lender agre take 24 pct stake compani convert seven mln dlr debt prefer stock diplomat said cut cost sever mean includ dismiss 100 worker corpor headquart consolid wareh ship oper reduct manag salari moreov said reloc headquart glendal calif,earn,94,102
u corn grower blast canada corn rule canada rule favor duti u corn keen disappoint nation corn grower associ set danger preced nation follow said mike hall lobbyist associ french corn grower clearli charg ahead chang corn corn gluten feed complaint hall told reuter canadian govern agenc rule today u farm polici caus injuri canadian corn farrmer support earlier impos countervail duti 85 ct per bushel cleari polit decis hall said amount corn export canada insignific unexpect rule appear base agrument canada base corn price u futur price american farm polici driven price thu caus lower price canadian farmer larger govern payment farm stabil program hall said hall said new definit injuri nation might also appli argument attack u farm program french corn grower could charg u farm program creat unfair subsidi corn gluten feed hall said french long want control import u corn gluten feed commun say import feed unfairli displac european grain,earn,230,255
dollar gener corp dolr qtli dividend qtli div five ct v five ct prior payabl april three reocrd march 20,earn,14,14
healthcar servic hsai see writeoff healthcar servic america inc said write 16 mln dlr nonrecur expens 1986 also said expect incom oper breakeven 1986 estim loss year writeoff result releas march 31 1987 includ writeoff six mln dlr development cost six mln dlr unamort loan cost debt discount four mln dlr nonrecur cost compani said continu default certain financi nonfinanci coven set forth major loan document said negoti continu bank assur fund continu said author smith barney harri upham co seek busi combin third parti healthcar also said board author sale lea certain asset reduc cash requir revolv credit line complet current construct project year end decemb 31 1985 healthcar report net incom 35 mln dlr sale 544 mln dlr,money-supply,192,205
usair u seek order twa twa usair group said sought help u depart transport takeov fight tran world airlin inc ask depart order twa sell usair share done direct violat feder aviat act usair said said twa week file cursori applic depart transport approv propos 165 billion dlr takeov usair usair reject offer said ask depart transport dismiss applic usair said request dismiss twa avoid premerg notif requir also provid competit public interest analysi requir regul usair said applic dismiss twa would limit buy 15 pct 317 mln outstand share applic approv twa could buy 10 pct said twa said own le 10 pct usair stock twa today reveal increas hold four mln usair share 15 pct outstand twa vice presid gener counsel mark buckstein said compani made appropri file dot complianc law,money-supply,207,227
parkohio industri inc pkoh 4th qtr net shr loss 52 ct v profit 107 dlr net loss 2917000 v profit 5963000 rev 341 mln v 403 mln year shr loss 139 dlr v profit 124 dlr net loss 7749000 v profit 6946000 rev 1386 mln v 1862 mln note 1986 net includ certain nonrecur charg 5506000 dlr number item 1985 4th qtr yr net includ extraordinari credit 4974000 dlr 89 ct per share,acq,74,77
bmc industri inc bmc 4th qtr loss shr loss 120 dlr v loss 197 dlr net loss 6248000 v loss 102 mln rev 331 mln v given year shr loss 125 dlr v loss 1344 dlr net loss 6508000 v loss 696 mln rev 1234 mln v given note result includ charg five mln dlr 96 ct shr 1986 qtr year compar charg 722 mln dlr 1394 dlr shr prior year discontinu oper dispos discontinu oper,earn,82,85
unit compani uncf declar stock dividend unit compani financi corp said board declar two pct stock dividend payabl april eight holder record march 17 board also declar regular quarterli cash dividend 125 ct payabl april one holder record march 16,money-supply,43,45
u farm program help canadian corn produc american farm bureau feder afbf offici said far hurt canadian corn produc u farm program benefit foreign produc afbf presid dean kleckner made comment respons rule earlier today canadian import tribun subsid u corn import injuri canadian grower tribun upheld countervail duti 849 u cent bushel farm bureau specialist went ottawa testifi previou u farm program actual benefit foreign produc reduc amount corn grown u lose market share exert upward influenc price corn worldwid said,money-supply,108,121
tafttfb bidder would sell entertain unit propos buyout taft broadcast co dudley taft investor includ plan sell compani entertain group accord one investor jonathan nelson manag director narragansett capit corp narr particip buyout plan declin say buyer alreadi line entertain group consid sell group nelson said wall street analyst said hollywood film studio might interest taft broadcast co comment 145 dlr per share offer taft 92 mln share outstand 12 pct own taft ingal famili dudley taft relinquish titl presid juli continu vice chairman compani taftnarragansett requst respons propos march 12 plan accept taft would privat compani financ high yield bond bank debt nelson said narragansett invest manag compani special leverag buyout transact taft share climb 19 15112 caus arbitrageur say investor believ bidder may rais price robert bass control 25 pct stock american financi corp holder 15 pct return telephoh call seek comment denni mcalpin analyst oppenheim co said dont think worth 150 dlr note taft recent agre sell group independ televis station loss said entertain group includ hannabarbara anim studio current hamper glut anim product taft broadcast never comment report major stockhold met recent discus breakup compani macalpin said lot option reshap compani distribut variou piec major sharehold among possibl analyst alan gottesman lf rothschild unterberg towbin inc said bass group increas stake belief compani would worth chang strategi said bass push sale independ televis station compani paid much,ship,359,407
posit outlook temper u debt futur higher oil price stronger expect u employ growth led sharp loss u interest rate futur diminish posit chart outlook financi analyst said increas 319000 nonfarm payrol employ februari market expect rise 170000 200000 job spark sell treasuri bond futur drove june contract key technic support 101232 open friday note dont like fact close 101 said prudenti bach analyst fred leiner 101232 level june bond contract top threemonth trade rang penetr ralli wednesday led bullish forecast chartist analyst call fals breakout weekli chart june bond close 1001032 friday also forecast high week 1011932 may signal bearish doubl top format portend steep loss tend go along doubl top scenario said northern futur analyst eileen rico rico note possibl format along fact ralli last two week bond futur occur rel low volum neg signal despit could neg chart outlook leiner remain cautious optimist june bond find support 100 991632 next week optimist outlook well leiner expect yield curv flatten near term base improv inflat outlook dollar stabl econom data give feder reserv littl room ea monetari polici inflat outlook improv leiner said lead rel stronger bond price bill eurodollar price still leiner note recent rise oil price remain concern inflat outlook oil rose week report opec nation maintain product quota offici price got extra boost friday due suspens oil export ecuador earthquak thursday runup crude oil shortliv phenomenon said carrol mcente mcginley analyst brian singer rise oil price past week larg medium induc singer said note even though opec product may within quota oil stock tremend high level although ecuador situat could caus delay oil price eventu declin low late februari said support influenc bond price,money-supply,434,487
sandox buy stauffer seed sandoz corp northrup king co said bought stauffer seed unit stauffer chemic co term disclos,money-supply,20,24
metex corp mtx 4th qtr dec 28 shr 22 ct v 49 ct net 296994 v 657416 rev 65 mln v 95 mln year shr 78 ct v 151 dlr net 10 mln v 20 mln rev 276 mln v 294 mln,earn,35,35
houston oil trust ho omit march distribut houston oil trust said cash distribut unit holder march signific factor lack distribut month establish addit special cost escrow account compani said ad may cash distribut month remaind year march work interest owner place 19 mln dlr special cost escrow account,acq,74,81
monoclon antibodi mab buy compani monoclon antibodi inc said sign agreement principl buy genesi lab inc 10 mln dlr common stock agreement subject sharehold approv condit,earn,33,39
u treasuri propos african import treasuri propos allow temporari import south african uranium ore uranium oxid juli 1 certain condit pend clarif antiapartheid law pas congress last fall propos publish feder regist next week request written congression public comment within 60 day deal uranium ore oxid import u process export third countri treasuri said propos allow temporari import felt congress intend pas comprehens south african sanction bill last fall overrid presid reagan veto hurt u industri domest uranium convers industri feder govern enrich industri could serious injur manner intend congress import ban uranium ore oxid implement bar import process export mistaken interpret act treasuri brief said treasuri said outright u ban uranium ore oxid might caus foreign electr util divert south african origin ore oxid countri includ soviet union process treasuri said would allow import south african ore oxid juli 1 process reexport provid import ore oxid accompani licens import issu nuclear regulatori commiss treasuri brief also propos allow usorigin good import temporarili south african statecontrol organ repair servic unit state u custom allow import made bond brief said south african sanction law enact unit state protest apartheid law racial segreg practic south africa white minor govern prohibit import uranium ore oxid iron steel coal textil end 1986,money-supply,317,341
braniff inc bair 4th qtr loss jan 31 shr loss 37 ct v loss 13 ct net loss 45 mln v loss 15 mln rev 633 mln v 538 mln year shr loss 74 ct v profit 187 dlr net loss 90 mln v profit 230 mln rev 2395 mln v 2443 mln note1986 net includ extraordinari gain 106 mln dlr tax loss carryforward year loss 198000 dlr 4th qtr,acq,68,69
justic dept support dismiss twa applic usair control justic dept support dismiss twa applic usair control,earn,10,11
transport depart dismiss twa applic usair control transport depart dismiss twa applic usair control,earn,8,8
u treasuri propos safrican uranium import u treasuri propos allow temporari import south african uranium ore uranium oxid juli 1 certain condit pend clarif antiapartheid law pas congress last fall treasuri said propos allow temporari import felt congress intend pas comprehens south african sanction bill last fall overrid presid reagan veto hurt u industri treasuri said outright u ban uranium ore oxid might caus foreign electr util divert south african origin ore oxid countri includ soviet union process treasuri also propos allow usorigin good import temporarili south african statecontrol organ repair servic u south african sanction law enact u protest apartheid law racial segreg practic south africa white minor govern prohibit import uranium ore oxid iron steel coal textil end 1986,earn,168,179
26 report dead ferri disast least 26 peopl die car ferri struck pier left belgium britain nurs took part rescu oper said jan van moerbek male nurs said come herald free enterpris found six peopl top vessel dead least anoth 20 dead insid boat ad governor west flander provinc said 240 peopl still unaccount,earn,82,90
continent feder conf holder sell stake continent feder save loan associ said told estat hold 38 pct stock plan sell stake premium current stock price continent said estat harold vernon certain parti sign letter intent sell stock 1225 dlr share total 6538000 dlr continent stock close seven overthecount trade thrift said buyer bac inc corpor act certain unindentifi parti,earn,87,98
broker choic buy rubbertech broker choic capit inc said sign letter intent buy rubbertech inc approv sharehold broker choic issu 71 mln share author unissu share restrict common stock rubbertech inc,earn,39,45
argentina unaffect brazil maiz decis govern offici said decis brazil import maiz forecast record harvest would affect argentina export heard noth brazil decid import maiz problem u one main custom agricultur livestock fisheri undersecretari miguel bracera said privat sourc also said argentina export would affect brazil decis agricultur minist iri resend announc yesterday sao paulo brazil ask argentin maiz said also said smaller crop advers weather summer argentina reduc product bracera said last year brazil bought 800000 tonn argentin maiz year import argentina soviet union argentina main custom japan also becom bigger import countri maiz said,acq,155,175
dot dismiss twa twa usair u applic u depart transport dot said dismiss technic ground applic tran world airlin inc dot approv take control usair group dot ad howev twa free refil could put togeth applic control met agenc procedur requir dot act shortli u depart justic disclos support dismiss twa applic immedi clear impact denial would twa bid take usair control applic twa acknowledg addit document requir meet dot rule said would file materi morn march 9 dot said would wait determin dismiss twa applic approv acquisit usair said order issu late friday twa applic clearli fail compli file requir regulationsand twa provid reason accept defici file ad accordingli dismiss applic twa cours may refil abl compli procedur rule dot said agenc ad would continu consid separ twa request feder clearanc purchas usair stock vote trust usair said earlier today ask dot dismiss twa control applic ground twa file meet dot requir,acq,254,290
twa twa refil u agenc transworld airlin inc plan refil applic monday depart transport approv acquir usair group u dot late today dismiss twa applic acquir usair dot open busi monday morn refil perfect complet section 408 applic said twa gener counsel mark buckstein buckstein said dot rule applic file wednesday incomplet said yet know agenc object,earn,81,97
justic ask u dismiss twa twa file justic depart told transport depart support request usair group dot dismiss applic tran world airlin inc approv take control usair rational review applic control file twa dot ascertain contain suffici inform upon base competit review jame wei offici justic antitrust divis told reuter,earn,74,82
hong kong bank leav interest rate unchang hong kong associ bank said decid leav interest rate unchang today regular weekli meet current rate 134 pct save account 24hour sevenday call oneweek twoweek onemonth 214 pct twomonth 212 pct three sixmonth three pct ninemonth 314 pct 12month 334 pct prime rate six pct,earn,59,70
colombia deni sell coffe market colombia deni sold 440000 60kg bag old crop coffe current market price client europ asia spokesman nation coffe grower feder comment rumour circul market circl said fals,wheat,42,46
two hundr fear dead ferri disast 200 peopl fear dead british crosschannel ferri roll side belgian coast last night almost 350 passeng pluck safeti icecold sea belgian transport minist herman de croo told report fear dead could hundr perhap 200 given state water fear hope townsend thorensen owner 7951 tonn herald free enterpris said ferri carri 543 peopl 345 rescu one british,acq,93,105
malaysia bail anoth commerci bank malaysia central bank said acquir 592 pct stake ail unit asian bank bhd uab sixth largest commerci bank countri rebuild public confid uab call right issu last novemb rais 15249 mln ringgit rectifi capit defici follow accumul loss 10761 mln ringgit end1985 central bank bank negara said statement 1699 mln ringgit share taken sharehold mainli local indian malay businessmen indian govern bank negara said subsequ took unsubscrib share total 1355 mln uab new paidup capit 22874 mln ringgit said share held trust eventu sold central bank earli week also announc bought 494 pct stake anoth troubl commerci bank perwira habib bank malaysia bhd latter rais capit 405 mln ringgit 105 midjanuari year bank negara said intend hold share two bank inject capit phb uab includ recamp manag bank measur taken bank strengthen public confid stabil bank ad central bank said invok section 39a bank amendemnt act 1986 empow grant loan ail bank buy stake,earn,251,288
ecuador adopt auster measur quak opec member ecuador adopt auster measur conserv fuel oil product paralyz strong earthquak energi mine minist javier espinosa announc televis countri would cut domest fuel sale 30 pct ministri statement earlier announc indefinit suspens crude oil export declar forc majeur deputi energi minist fernando santo alvit told televis interview could possibl take month repair ecuador main pipelin link amazon basin oil field pacif ocean coast quak thursday regist six 12point mercal scale kill least six peopl centr near reventador volcano 90 km 50 mile east quito ecuador recent pump 260000 barrel per day govern auster measur ban sale aviat fuel foreign airlin intern rout fuel avail ship own foreign line ecuador also ban sale petrol weekend holiday limit sale weekday energi mine ministri communiqu said,crude,178,194
ferri disast may rank among worst tragedi fade hope passeng trap aboard partiallysunk channel ferri rais fear accid could rank among centuri worst peacetim ship tragedi belgian transport minist herman de croo said hope rescu 220 passeng trap herald free enterpris capsiz belgian coast last night confirm toll would make incid world worst sinc soviet liner admir nakhimov collid freighter black sea last septemb sank loss nearli 400 live 856 peopl rescu world deadliest singl peacetim incid sea sink 1912 titan loss 1500 live second biggest loss life peacetim 1914 1014 peopl drown liner empress ireland collid freighter st lawrenc river canada world worst maritim disast wartim took 7700 live german liner wilhelm gustloff torpedo soviet submarin januari 30 1945 1985 200 fear dead two ferri sank near dhaka 174 drown ferri capsiz china 147 die launch sank malaysian state sabah,crude,217,235
sime darbi bhd six month decemb 31 shr 39 cent v 42 cent interim dividend three cent v group net 358 mln ringgit v 391 mln pretax 773 mln v 998 mln turnov 116 billion v 105 billion note dividend pay may 22 regist april 24,acq,41,43
consolid plantat bhd six month decemb 31 shr 26 cent v 52 cent interim dividend four cent v group net 124 mln ringgit v 243 mln pretax 266 mln v 535 mln turnov 2353 mln v 3339 mln note dividend pay april 30 regist april 3,earn,46,48
tractor malaysia hold bhd six month decemb 31 shr 88 ct v 05 ct interim dividend 125 ct v nil group net 95 mln ringgit v 06 mln pretax 11 mln v 11 mln turnov 889 mln v 708 mln note dividend pay may 15 regist april 17,money-supply,46,48
dunlop malaysian industri bhd six month decemb 31 shr 14 ct v 16 ct interim dividend one cent v group net 41 mln ringgit v 47 mln pretax 67 mln v nine mln turnov 1008 mln v 1121 mln note dividend pay april 28 regist april 3,earn,46,48
bangladesh sugar product almost doubl bangladesh sugar product increas nearli 60000 tonn last year season total 140000 tonn end year season sugar food industri corp said increas output enabl bangladesh cut import corpor offici told reuter countri alreadi import 37000 tonn sugar buy 113000 tonn make shortfal 198687 year end june 30 import 198586 total 224000 tonn nearli 100000 tonn still stock said without give detail,earn,90,100
german 1988 tax cut rais 52 billion mark senior offici west german coalit govern said tax cut plan next year would increas 52 billion mark line pledg made financ minist gerhard stoltenberg last month intern monetari confer pari gerold tandler gener secretari christian social union parti detail cut news confer also attend offici christian democrat union free democrat parti said addit 52 billion mark reduct would repres net tax relief increas revenu sourc plan reduct ad packag tax cut alreadi plan 1988 amount nine billion mark tandler said three billion mark extra tax relief would account reduc rate margin increas incom tax increas person tax allow would save taxpay 14 billion mark extra tax allow peopl whose child educ would cut 300 mln mark tax bill 500 mln mark would account increas level special depreci small medium compani extra fiscal measur plan next year part gener reform tax system come effect 1990 stoltenberg said pari part reform cut tax gross 44 billion mark would introduc next year ahead schedul west german govern come pressur unit state stimul economi tax cut stoltenberg said speech last night hamburg economi would continu expand year rate growth uncertain govern said januari aim real growth gross nation product year 25 pct economist revis predict two stoltenberg said remain cours expans whether two pct peopl believ around 25 pct other expect even closer three pct kiel world econom institut forecast day ago remain open moment,earn,373,409
yield fall 30day sama deposit yield 30day banker secur deposit account issu week saudi arabian monetari agenc sama fell 584073 pct 621950 last saturday banker said sama increas offer price 900 mln riyal issu 9951563 9948438 onemonth interbank riyal deposit quot today 614 six pct sama offer total 19 billion riyal week 30 91 180day paper bank kingdom,money-supply,75,84
expert express fear roro safeti british govern investig got way sink car ferri herald free enterpris heavi loss life expert said doubt alreadi express rollon rolloff type ship ship minist lord brabazon said preliminari investig start 7951 tonn ferri capsiz sank littl minut manoeuvr leav zeebrugg routin four hour cross dover initi report spoke water flood car deck bow door spokesman owner townsend thoresen said also possibl ferri hole townsend thoresen oper two ship ident herald free enterpris brabazon said plan pull servic present investig alreadi shall wait see earli say happen told bbc radio work retriev bodi halfsubmerg hulk continu maritim safeti expert london said doubt alreadi express design socal roro ferri herald free enterpris 1980 intergovernment intern maritim consult committe issu report say rollon rolloff vessel lost accid ship deck area divid bulkhead townsend thoresen say ship built west german yard bremerhaven 1980 built highest safeti standard salvag expert william cooper said passeng would problem get type ship design former townsend thoresen navig offic clive langley said roro type vessel similar respect barg sailor know take two three inch line turn barg ordinari ship compartmentalis stabil said cooper said crosschannel ferri normal perfectli stabl huge wide deck area water level get water area get sever effect stabil ship ad,interest,362,397
ec farm liberalis seen hurt thai tapioca european commun decis liberalis farm trade polici would hurt thailand tapioca industri said ammar siamwalla agroeconomist thailand develop research institut tdri told weekend trade seminar ec move cut tariff protect ec grain would make mani crop competit tapioca european market ec largest buyer thai tapioca absorb two third 58 mln tonn pellet export thailand last year thailand ec quota averag 525 mln tonn year 1990 ammar said thailand benefit ec tariff loophol subject thai tapioca preferenti six pct import duti ammar head agricultur research group tdri suggest tapioca farmer diversifi crop said cereal price europ fall close world price tapioca market disappear complet said issu may put thailand dilemma recent join major commod produc call ec cut farm product export subsidi,crude,189,209
china rais crop price increas output china rais price pay farmer cotton edibl oil sugar cane beet revers declin output 1986 kang minist agricultur anim husbandri fisheri said china daili quot say china adopt intens farm increas per hectar output improv crop qualiti maintain arabl land 111 mln hectar gave detail price increas grain said state cut quota purchas farmer 50 mln tonn abolish practic purchas agent said state increas invest agricultur suppli fertilis diesel oil product materi stabilis fertilis diesel oil price state offer cheap fertilis diesel oil payment advanc farmer contract suppli grain low statefix price said china aim produc 425 450 mln tonn grain 1990 target 405 mln year actual 391 mln last year gave detail,crude,184,200
australia sell 180000 tonn sugar ussr australia sold 180000 tonn raw sugar soviet union shipment next week queensland primari industri minist nevil harper said load 50000tonn cargo soviet freighter nikolay kuznetsov shipment odessa complet today lucinda termin said statement balanc ship mackay endmarch harper said australia export 159000 tonn sugar soviet union 1986,money-fx,75,82
australian beef output declin januari australian beef output declin 104353 tonn carcass weight januari 112262 decemb 105715 year earlier statist bureau said follow declin cattl slaughter 472900 head 509500 decemb 478800 januari 1986 bureau said cumul beef output first seven month fiscal 198687 end june 30 rose 838416 tonn 746837 year earlier follow rise cattl slaughter 384 mln head 340 mln,wheat,84,89
german govern need seen rais bond yield increas feder govern borrow need grow unwilling foreign investor buy mark asset could push yield german public author bond higher year bond market sourc say moment sideway movement shortterm rate rate move long end depend strongli foreign one portfolio manag larg secur invest hous frankfurt said sourc also said govern alreadi step borrow programm anticip increas need friday loan stock third year alreadi sourc note carri 10year matur coupon six pct price 10014 yield 597 pct issu compar last issu 534 pct coupon price 9934 pct yield 575 pct dealer said term enough attract foreign investor feder govern would push yield higher futur want borrow soon sourc note feder govern issu also increas size introduct four billion mark volum start last may one financ ministri economist said isnt size bond increas ad condit capit market current remain fairli favour rais new debt recent feder issu sold strongli abroad 90 pct place foreign investor recent stabilis u dollar howev foreign investor begun back away market hope currenc gain mark diminish sourc said govern may alreadi step borrow rais 18 billion mark govern made net borrow 23 billion mark 1986 bundesbank statist show net borrow bond 266 billion sourc said indic move govern type debt gain access foreign fund accept loan stock form although new credit need partli inflat larg amount issu matur recent factor includ govern tax reduct program would also reduc incom next year problem tax reform portfolio manag said ad govern cut top incom tax rate 53 pct 56 pct 1988 would make difficult govern reduc borrow sourc said govern would fall far short cover 40 billion mark lost revenu tax reform make expenditur cut would forc fall back debt market one form portfolio manag note besid three feder govern loan stock far year also fallen back twice rais total 643 billion mark issu fixedr mediumterm kassenoblig note financ ministri economist said govern expect troubl keep plan borrow net 223 billion mark year though mani sourc agre ad trend would probabl continu next year tax cut come effect would expect effort tax reform would mean govern borrow increas manag said bond price last week slightli firmer balanc bundesbank public author bond yield calcul fall 564 pct friday 566 week earlier sourc said foreign demand new feder govern loan stock slack sentiment grow dollar may rise mark demand wasnt good dealer german bank london said dollar recent slight appreci mark even meant foreign investor sold mark bond recent dealer said,sugar,657,732
swiss industri output rise fourth qquarter swiss industri output rose nine pct fourth quarter last year four pct third quarter declin three pct final three month 1985 feder offic industri trade labour said full year 1986 index base 1963 stood 166 four pct 159 record previou year incom order gain four pct quarter five pct third quarter fall one pct year earlier level full year gain one pct order backlog fell eight pct third straight quarterli declin end three pct year earlier level,earn,116,127
chine industri growth rate weak 1986 valu china industri output januari februari year 141 pct higher 1986 period new china news agenc said output increas 56 pct januari 1985 januari 1986 09 pct februari 1985 1986 agenc said recent increas larg due last year poor perform signific improv made econom result said ad success report readjust industri product mix last quarter 1986 agenc said amount tie work capit rose sizeabl fund occupi unsal good 1986 quot unnam economist say expect 1987 industri product increas proper rate better result due costeffici drive underway throughout countri gave detail offici industri growth target year seven pct actual 92 pct last year,interest,164,181
new dutch advanc total 65 billion guilder dutch central bank said accept bid total 65 billion guilder tender new elevenday special advanc 53 pct cover period march 9 20 aim reliev money market tight subscript 500 mln guilder met full amount 500 mln 35 pct new facil replac old sevenday advanc worth 48 billion guilder rate,acq,67,71
