Combined_Text,Category
JAPAN EXPECTED TO CUT BASE RATE FOR STATE BODIES japan expect cut base lend rate state financ institut 55 pct 62 part recent pact major industri nation pari financ ministri sourc said said cut base revi trust fund bureau law approv parliament march 3 abolish 605 pct minimum interest rate deposit bureau bureau channel fund govern financ institut public work offici use said base lend rate state bodi japan develop bank peopl financ corp financ corpor local public enterpri usual move tandem longterm prime rate sourc said howev imposs follow last cut 58 pct 62 pct januari 28 trust fund bureau rate legal set 605 pct ministri abolish minimum rate introduc marketrel one resolv problem stimul domest economi said tuesday ministri allow longterm banker cut prime record low 55 pct effect februari 28 move suggest reach agreement depositor use bureau postal save system post telecommun ministri japan welfar annuiti ministri health welfar sourc said ministri tri determin market rate consid set bureau deposit rate ministri sourc said coupon rate new 10year govern bond minu 01 percentag point likeliest choic ad,interest
ITALIAN TREASURY CUTS INTEREST ON CERTIFICATES italian treasuri said annual coupon rate payabl march 1988 two issu longterm treasuri certif cct would cut four percentag point compar rate march coupon rate 10year certif matur march 1995 fall 980 pct 1365 pct rate 10year issu matur march 1996 would fall 1005 pct 1430 pct treasuri also cut 060 point sixmonthli coupon payabl septemb six issu matur septemb 1988 septemb 1991 issu carri term five seven year coupon rate 485 565 pct septemb compar 545 625 pct march,interest
KUWAIT SAYS NO PLANS FOR EMERGENCY OPEC TALKS kuwait oil minist remark publish today said plan emerg opec meet review oil polici recent weak world oil price sheikh ali alkhalifa alsabah quot local daili alqaba say none opec member ask meet deni kuwait pump quota 948000 barrel crude daili bpd set selfimpo product limit 13nation organi trader analyst intern oil market estim opec produc one mln bpd ceil 158 mln bpd agr geneva last decemb name kuwait unit arab emir along much smaller produc ecuador among produc quota kuwait said pump 12 mln bpd rumour baseless base report said kuwait abil exceed share suppo kuwait abil minist said sheikh ali said kuwait abil produc 40 mln bpd sell quota offici price countri suffer difficulti market share mean kuwait unusu clever said refer appar gulf state qatar industri sourc said sell le 180000 bpd 285000 bpd quota buyer resist offici price restor opec last month peg marker 18 dlr per barrel price new york last week drop lowest level year almost three dollar threemonth high 19 dollar barrel sheikh ali also deliv challeng intern oil compani declar kuwait sold offici price charg offici price 1667 dlr barrel lost custom said elabor howev kuwait guarant market oil local intern refin facil distribut network abroad ad reaffirm plan meet march 7 opec differenti committ postpon start april request certain bodi member ecuador deputi energi minist fernando santo alvit said last wednesday debtburden countri want opec assign lower offici price crude seek talk month opec price committ refer pressur oil compani opec member appar refer difficulti face qatar said expect pressur continu march april expect situat would later improv,crude
INDONESIA SEEN AT CROSSROADS OVER ECONOMIC CHANGE indonesia appear near polit crossroad measur deregul protect economi u embassi say new report counter fall oil revenu govern launch seri measur past nine month boost export outsid oil sector attract new invest indonesia asian member opec lead primari commod produc sever hit last year fall world oil price forc devalu currenc 31 pct septemb u embassi report say presid suharto govern appear divid direct lead economi appear near crossroad regard deregul pertain invest import report say primarili as indonesia agricultur sector also review countri gener econom perform say mani govern offici advi recommend relax equal strong pressur exert halt move group strongli favour import substitut economi report say indonesia econom chang welcom world bank intern banker step right direct though say crucial area economi like plastic steel remain highli protect virtual monopoli three set measur announc sinc last may broaden area foreign invest reduc trade restrict liberali import report say indonesia econom growth calendar 1986 probabl zero economi may even contract bit lowest rate growth sinc mid1960 report note indonesia largest countri southeast asia popul 168 million face gener elect april report hold littl hope swift improv econom outlook 1987 earli indic point slightli posit growth rate exceed one pct econom activ continu suffer due sharp fall export earn petroleum industri growth nonoil sector low weak domest demand coupl excess plant capac real declin construct trade reduc level growth agricultur report state banker say continu present econom reform crucial govern get intern lend need new world bank loan 300 mln dlr last month balanc payment support given partli help govern maintain momentum reform bank said,crude
"CHINESE WHEAT CROP THREATENED BY PESTS, DISEASE china wheat crop year seriou threaten plant pest disea new china news agenc said 5 mln hectar wheatproduc land north china could affect rel warm dri weather allow bacteria insect egg surviv winter agenc ad china ministri agricultur anim husbandri fisheri call measur includ time suppli pesticid farmer combat threat said",wheat
SAUDI RIYAL DEPOSIT RATES REMAIN FIRM saudi riyal interbank deposit steadi yesterday higher level quiet market trader said reluct take new posit amidst uncertainti whether opec succeed halt current declin oil price oil industri sourc said yesterday sever gulf arab produc difficulti sell oil offici opec price kuwait said plan emerg meet 13member organi tradit sunday lull trade due european weekend also contribut lack market activ spotnext oneweek rate put 614 534 pct quot rang seven six yesterday one three sixmonth deposit quot unchang 658 38 718 678 738 18 pct respect spot riyal quietli firmer 3749598 dollar quot 3750003 yesterday,crude
QATAR UNVEILS BUDGET FOR FISCAL 1987/88 gulf oil state qatar recov slightli last year declin world oil price announc first budget sinc earli 1985 project deficit 5472 billion riyal deficit compar shortfal 73 billion riyal last publish budget 198586 statement outlin budget fiscal year 198788 begin today financ petroleum minist sheikh abdulaziz bin khalifa althani said govern expect spend 12217 billion riyal period project expenditur 198586 budget 156 billion riyal sheikh abdulaziz said govern revenu would 6745 billion riyal 30 pct 198586 project revenu 97 billion govern fail publish 198687 budget due uncertainti surround oil revenu sheikh abdulaziz said year govern decid limit recurr expenditur month onetwelfth previou fiscal year alloc minu 15 pct urg head govern depart public institut help govern rationali expenditur say 198788 budget shortfal would cover sheikh abdulaziz said plan limit expenditur 198687 taken order reliev burden place countri foreign reserv ad 198788 2766 billion riyal alloc major project includ hou public build social servic health educ transport commun electr water industri agricultur figur reveal expenditur defenc secur also project oil revenu qatar opec member output ceil 285000 barrel per day sheikh abdulaziz said expect posit sign regard oil price trend foremost among opec determin shoulder responsibilit protect wealth help u make reason estim come year revenu basi assign quota,crude
"GULF BOND, STOCK MARKETS LAG BEHIND, GIB SAYS gulf money market grown reason well past decad bond stock market remain larg extent fragment lag behind gulf intern bank bsc gib said bank economist henri azzam said review gulf capit market investor relinquish tradit invest vehicl real estat foreign currenc bank account preciou metal greater financ sophist need coupl diversifi capit market instrument chang disclosur requir compani account said gib studi review capit market three categori money market stock bond market azzam said gulf state make greater use shortterm money market instrument bank region float variou euronot underwrit facil nevertheless bond stock market remain larg extent fragment lag behind said debt region still rai syndic loan bank facil compani made use stock bond issu kuwait offici stock exchang gulf nation yet establish exchang dwindl financ surplu gulf govern activ pursu way develop capit market set domest stock exchang azzam said said recess stem slide oil price clearli neg impact develop capit market region addit famili firm reluct go public financ awar among investor still lack invest analysi corpor report standard lack depth sharp fall share price earli 1980 prompt investor hold share hope eventu recoveri azzam said absenc proper commerci law gulf countri author appar reluct adopt financ innov also hamper capit market call clearli defin law govern incorpor joint stock compani flotat debt instrument azzam said capit market instrument made avail citizen institut gulf cooper council gcc state bahrain kuwait qatar oman saudi arabia unit arab emir uae move taken direct bahrain allow gcc nation 25 pct local incorpor compani azzam said gulf money market receiv greater depth introduct treasuri bill offer bahrain expan secur repurcha regul saudi arabia ad bond market speak saudi arabia qatar oman uae last saudi riyal denomin bond issu 1978 bahrain plan offici stock exchang trade saudi arabia pick establish formal exchang qatar oman uae appear immin azzam said",money-fx
SAUDI ARABIA REITERATES COMMITMENT TO OPEC PACT saudi arabian oil minist hisham nazer reiter kingdom commit last decemb opec accord boost world oil price stabili market offici saudi press agenc spa said ask agenc recent fall free market oil price nazer said saudi arabia fulli adher accord never sell oil price pronounc price circumst nazer quot spa said recent pressur free market price may end northern hemisph winter season glut market saudi arabia main architect decemb accord opec agr lower total output ceil 725 pct 158 mln barrel per day bpd return fix price around 18 dlr barrel agreement follow year turmoil oil market saw price slump briefli 10 dlr barrel mid1986 30 dlr late 1985 free market price current 16 dlr nazer quot spa say saudi arabia adher accord shown clearli oil market said contact among member opec show want stick accord jamaica opec presid rilwanu lukman also nigerian oil minist said group plan stick price agreement awar neg forc tri manipul oper market satisfi fundament exist stabl market condit said kuwait oil minist sheikh ali alkhalifa alsabah said remark publish emir daili alqaba plan emerg opec meet review price trader analyst intern oil market estim opec produc one mln bpd 158 mln ceil name kuwait unit arab emir along much smaller produc ecuador among produc quota sheikh ali deni kuwait overproduc,crude
CANADA-EGYPT WHEAT NEGOTIATIONS TO CONTINUE canadian egyptian wheat negoti fail conclud agreement canadian wheat export egypt talk last week canadian team return cairo negoti canadian embassi offici said embassi offici declin identifi issu remain resolv talk would resum fiveyear protocol sign 1985 cairo agr purcha 500000 tonn canadian wheat year,wheat
INDONESIAN WHEAT IMPORTS EXPECTED TO FALL IN 1987 indonesia wheat import expect fall 15 mln tonn calendar 1987 169 mln 1986 u embassi annual agricultur report said said drop expect drawdown stock built near end 1986 said wheat stock end 1986 390000 tonn 223000 end1985 forecast end1987 stock around 290000 tonn main supplier 1986 australia 44 pct u 29 pct canada 12 pct argentina 8 pct saudi arabia 5 pct,wheat
"ZAMBIA TO RETAIN CURRENCY AUCTION, SAYS KAUNDA zambia retain foreignexchang auction system despit suspen weekli auction sinc januari 24 presid kenneth kaunda said run away auction hasnt abolish told reuter interview said system would reintroduc current talk world bank intern monetari fund hope would back fresh foreign aid fund kaunda dismiss central bank statement new auction system would use alloc foreign exchang privat bidder fix exchang rate kaunda said auction system falter govern shortag foreign exchang meet demand suspend kwacha rapid devalu strong fluctuat made econom plan almost imposs govern privat sector said weekli foreignexchang auction began octob 1985 kwacha fell 220 dollar 15 16 month januari 1987 govern two month arrear pay foreign currenc success bidder auction suspend replac fix exchang rate nine kwacha dollar",money-fx
INDONESIAN SUGAR OUTPUT SEEN SHORT OF TARGET indonesia raw sugar output like 18 mln tonn calendar 1987 unchang 1986 govern 1987 forecast 25 mln u embassi said agricultur outlook 1987 indonesia bought 162500 tonn raw sugar world market late 1986 report said embassi estim indonesia calendar 1986 raw sugar product 18 mln tonn govern estim 199 mln said indonesia move sugar selfsuffici 1984 may shortliv report said govern continu promot sugarcan product smallhold intensif program rel high guarant price sugarcan produc howev consid indic farmer reluct plant cane econom return good crop,sugar
NIPPON KOKAN STEEL AFFILIATES CONSIDERING MERGER toshin steel co ltd tosst azuma steel co ltd affili nippon kokan kk nkktt consid merger compani spokesman said toshin steel 419 pct nippon kokan azuma steel 413 pct nippon kokan expect decid end march said firm struggl loss cau recess steel industri yen appreci azuma steel current loss estim 31 billion yen year end march 31 699 billion loss year earlier spokesman said firm employ 1100 worker toshin steel 1700 worker given forecast year end march 31 industri sourc said expect compani show current loss five billion yen 198687 compar 298 billion loss 198586,acq
JAPAN FEBRUARY INTERIM TRADE SURPLUS JUMPS japan customsclear trade surplu first 20 day februari jump 358 billion dlr 194 billion year earlier financ ministri said februari interim surplu sharpli 96504 mln dlr surplu januari period fob export rose 146 pct year earlier first 20 day februari 1091 billion cif import fell 32 pct 733 billion averag dollaryen rate 15232 export 15231 import 19661 export 19627 import year earlier,trade
SAUDI FEBRUARY CRUDE OUTPUT PUT AT 3.5 MLN BPD saudi crude oil output last month fell averag 35 mln barrel per day bpd 38 mln bpd januari gulf oil sourc said said export ra tanurah juaymah termin gulf fell averag 19 mln bpd last month 22 mln januari lower lift custom drop much smaller expect gulf export ralli fourth week februari 25 mln bpd 12 mln third week sourc said product figur includ neutral zone output sale float storag gener consid part countri output opec purpo saudi arabia opec quota 4133 mln bpd product restraint scheme approv 13nation group last decemb back new offici oil price averag 18 dlr barrel sourc said twofold jump export last week appear result buyer rush lift februari entitl monthend last week high export level appear show continu support offici opec price saudi arabia main crude custom four expartn aramco sourc said four exxon corp xon mobil corp mob texaco inc tx chevron corp chv sign longterm agreement last month buy saudi crude 1752 dlr barrel howev sourc said real test saudi arabia abil sell crude offici price weak market come month demand petroleum product tradit taper spot price fallen recent week one dlr opec level saudi arabian oil minist hisham nazer yesterday reiter kingdom commit decemb opec accord said would never sell offici price sourc said total saudi refineri throughput fell slightli februari averag 11 mln bpd 12 mln januari cut yanbu jubail export refineri put crude oil export yanbu 100000 bpd last month compar zero januari throughput bahrain refineri neutral zone product remain steadi around 200000 bpd,crude
JAPAN'S NTT FORECASTS PROFITS FALL IN 1987/88 nippon telegraph telephon corp ntt expect profit fall 328 billion yen year end march 31 1988 project 348 billion year compani said total sale period expect rise 5506 billion yen project 5328 billion year ntt said busi oper plan submit post telecommun ministri ntt said plan make capit invest 1770 billion yen 198788 includ 109 billion research develop total 1600 billion year ntt spokesman said increa competit new entrant telecommun field effect sale tax schedul introduc next januari major factor behind project decrea profit japan telecommun industri deregul 1985,earn
CHINA SIGNS WORLD BANK LOAN FOR TIANJIN PORT china sign 130 mln dlr loan agreement world bank partli financ 12 new berth annual capac 628 mln tonn 20 mln tonn year capac tianjin port new china news agenc said china provid 370 mln yuan project chine compani bid 12 firm seven countri foundat work said said 11 new berth abl handl ship 10000 tonn three handl contain expan enabl port handl coke nonmet miner ore mine equip first time,ship
INDIAN SUGAR OUTPUT RISES IN FIRST FOUR MONTHS india sugar output januari 31 198687 season octoberseptemb rose 366 mln tonn 346 mln 198586 period indian sugar mill associ said total offtak first four month current year 271 mln tonn includ 241000 tonn import domest use 4000 tonn export 281 mln tonn includ 993000 import domest use 3000 tonn export correspond period 198586 factori stock endjanuari 305 mln tonn 96000 import 313 mln 96000 import year earlier,sugar
NEW DUTCH ADVANCES TOTAL 4.8 BILLION GUILDERS dutch central bank said accept bid total 48 billion guilder tender new sevenday special advanc 53 pct cover period march 2 9 aim reliev money market tight subscript 300 mln guilder met full amount 300 mln 50 pct new facil replac old fiveday advanc worth 80 billion guilder rate dealer expect week money market shortag around 12 billion guilder,interest
"SHV SAYS IT MAKING TENDER OFFER FOR UP TO 33 MLN SHARES IN IC GAS
 shv say make tender offer 33 mln share ic ga",acq
CHEUNG KONG (HOLDINGS) LTD &lt;CKGH.HK> YEAR 1986 shr 325 hk dlr v 140 final div 52 cent v 38 make 75 cent v 57 net 128 billion dlr v 5517 mln note earn exclud extraordinari gain 9836 mln dlr v 813 mln bonu issu oneforfour v nil share split fourforon dividend payabl june 3 book close may 1121,earn
WALLENBERGS FIGHT BID FOR SWEDISH MATCH STAKE sweden wallenberg group fought back bid londonba swedish financ erik penser secur larg stake swedish match smb st one compani core busi empir statement issu wallenberg hold compani ab investor forvaltn ab providentia said taken option held nobel industri sweden ab acquir 33 pct vote right swedish match thre wallenberg paid nobel industri nobl st penser group 72 pct stake 20 pct market price swedish match option statement said swedish match b share open foreign buyer close 424 crown friday share increa vote right close 450 crown restrict 455 free share statement said deal increa investor stake 494 pct vote right 148 pct share capit providentia left hold 341 pct vote right 145 pct share capit swedish match wallenberg stake swedish match previou amount 52 pct vote right compani swedish match deal cost wallenberg 400 mln crown share analyst said make one expensi move group undertaken last four year defend farflung interest outsid predat wallenberg origin sold nobel industri arm chemic group penser 1984 pay buy volvo volv st two key group compani atla copco ast st stora koppaberg skp st sinc wallenberg oust largest sharehold skf skfr st skanska ab skb st frederik lundberg wrest control incent ab lundberg zurichba swedish properti tycoon also manag acquir 25 pct stake anoth wallenberg compani diari equip firm alfa laval ab alf st 1986 wallenberg concentr build stake investor providentia prevent raid heart busi empir analyst say wallenberg posit electr engin firm asea ab asea st also small 126 pct vote right grow specul group forc sell fring interest protect core activ,acq
SHV SAYS IT MAKING TENDER OFFER FOR IC GAS shv unit kingdom hold co ltd said make tender offer 33 mln ordinari share imperi contin ga associationicgsl said statement offer basi 700p ic ga ordinari 252p everi one stg nomin ic ga loan stock shv alreadi hold 68 mln ic ga ordinari stock unit repr around 49 pct current issu share capit success complet offer would increa shv stake ic ga 398 mln share repr around 279 pct issu share capit said offer capitali ic ga around one billion stg said tender ordinari stock loan stock fulli convert gave total 33 mln ic ga ordinari make tender offer nm rothschild ic ga said statement note shv tender offer term consid said statement would made soon possibl reuter,acq
U.K. MONEY MARKET DEFICIT FORECAST AT 800 MLN STG bank england said forecast shortag around 800 mln stg money market today among main factor affect liquid bill matur offici hand takeup treasuri bill drain 161 billion stg partli offset outflow exchequ transact fall note circul add around 425 mln stg 360 mln stg respect addit banker balanc target add 20 mln stg system today,interest
SALE TILNEY BUYS STAKE IN U.S. INSURANCE BROKER sale tilney plc said purcha 80 pct ordinari share capit b r intern inc u insur broker 56 mln dlr sale pay 36 mln dlr cash complet balanc plu interest paid equal instal next six year b r post pretax profit 855000 dlr year dec 31 1986 net tangibl asset 563000 dlr,acq
ESTIMATED DROP IN JAPAN CORPORATE PROFITS TRIMMED combin profit japan major corpor exclud financ institut forecast fall 192 pct 198687 year end march 31 compar 199 pct declin project late novemb wako research institut econom said privat research bodi also said statement 437 1084 firm list first section tokyo stock exchang fore 116 pct fall sale year 114 pct fall estim last novemb current profit project fall 44 pct 198788 sale seen increa 42 pct said rationali measur taken manufactur industri cope yen sharp rise begin brighten busi outlook institut said said lower interest rate expect reduc corpor borrow cost also behind improv perform outlook earn perform nonmanufactur sector support firm demand real estat construct busi said forecast base averag exchang rate estim 160 yen dollar 198687 155 yen 198788,earn
JAPAN TO PROMOTE INTEREST RATE LIBERALISATION bank japan decid polici board meet promot interest rate liberali lower minimum denomin regulationfr larg deposit rai interest rate ceil money market certif mmc central bank offici said new guidelin go effect april 6 bank said guidelin minimum denomin regulationfr larg deposit lower 100 mln yen 300 mln interest rate ceil mmc matur one year two year set 05 percentag point prevail certif deposit rate bank said ceil mmc matur one year le remain 075 percentag point cd rate minimum denomin mmc lower 10 mln yen 30 mln bank also said time deposit rate lower 037 point effect march 16 line halfpoint cut offici discount rate februari 23 new interest rate twoyear oneyear deposit bank exampl 364 pct 339 pct per annum respect demand deposit rate howev remain,interest
U.K. CONFIRMS JANUARY STERLING M3 RISE bank england said broad measur uk money suppli sterl m3 rose season adjust 11 pct januari 02 pct rise decemb unadjust yearonyear rise 176 pct 181 pct year decemb narrow measur money suppli m0 fell season adjust 06 pct januari rose nonadjust 41 pct yearonyear bank said figur confirm provis data issu bank two wek ago decemb m0 grew season adjust 14 pct nonseason adjust 52 pct yearonyear bank said sterl bank lend grew nonseason adjust 175 billion stg januari also confirm provis figur issu februari measur privat sector liquid psl2 fell 02 pct januari season adjust rose 06 pct bank said bank said public sector contribut growth sterl m3 contractionari 23 billion stg within public sector borrow requir psbr show repay 37 billion stg nonbank privat sector hold govern debt fell 11 billion stg fall 290 mln stg note coin januari fall 15 billion stg noninterest bear sight deposit rise 16 billion stg interest bear sight deposit bank said,money-supply
EXCO BUYS U.S. GOVERNMENT SECURITIES BROKER exco intern plc subsidiari british commonwealth ship co plc bcoml said agr principl buy 80 pct stake rmj hold corp 79 mln dlr exco chairman richard laci told reuter acquisit made bank new york co inc bkn current hold 501 pct rmj partner hold remaind bank new york partner retain 10 pct stake bought next six year rmj hold compani rmj secur one largest u govern secur broker also involv broke note oblig instrument sponsor u feder agenc laci said exco consid buy u govern secur broker past four year made offer rmj sold secur pacif corp spcn 1985 rmj valu 50 mln dlr b c manag director peter goldi said rmj would bought multipl exco suggest net incom around 16 mln dlr compani earn hit halv brokerag fee 14 month ago volum sinc doubl laci said rmj employ 300 peopl 200 brokerag busi 70 sm unit provid comput softwar financ servic commun rmj secur offic new york total market turnov u govern secur 110 billion dlr day london 15 billion also given permiss last week open offic tokyo total market turnov lift rapidli five billion dlr day acquisit would contribut five 10 pct b c share earn 1987 proforma basi,acq
COLOROLL AGREES TO BUY U.S. WALLCOVERINGS COMPANY colorol group plc said enter condit agreement acquir busi asset wallco inc relat compani 145 mln dlr miamiba wallco manufactur distribut wallcov show pretax profit 15 mln dlr turnov 37 mln year end june 1986 total u market estim worth 840 mln dlr 1986 grown 47 pct previou five year colorol said combin sale profit enlarg colorol u busi would 67 mln four mln dlr respect,acq
U.K. MONEY MARKET SHORTAGE FORECAST REVISED DOWN bank england said revi forecast shortag money market around 700 mln stg origin estim 800 mln,interest
SWEDEN TO GO AHEAD WITH S. AFRICAN TRADE SANCTIONS sweden rule social democrat parti gave full power govern decr unilat trade sanction south africa prime minist ingvar calrsson said carlsson told news confer parti decid fight apartheid took prioriti sweden tradit polici adopt sanction back un secur council govern decid later form trade boycott take come forc,trade
U.K. MONEY MARKET RECEIVES 37 MLN STG ASSISTANCE bank england said provid money market 37 mln stg assist morn session compar bank downward revi estim shortfal system today around 700 mln stg central bank purcha bank bill outright compri four mln stg band one 1078 pct 33 mln stg band two 101316 pct,interest
"JAPAN, U.S. SET TO BEGIN HIGH-LEVEL TRADE TALKS japan u kick toplevel trade talk tomorrow amid sign offici side grow increasingli irrit talk held annual subcabinet level review whole gamut usjapan econom relat pave way american secretari state georg schultz one day stopov endweek way home china face grow congress protectionist pressur u administr press japan speedi action reduc still huge trade surplu u offici said appreci frustrat senior japan govern offici said also frustrat offici said 40 pct rise yen last 18 month hit japan hard forc export slash spend lay worker make lost sale abroad yet shown dollarba statist trade said said u administr ignor progress made instead empha problem remain talk congress would take five minut list accomplish senior u offici repli talk begin tomorrow highlevel discu econom structur countri affect bilat trade imbal last year amount 5148 billion dlr japan favour follow two day topic rang multilat trade talk auspic gener agreement tariff trade gatt bilat trade problem super comput structur talk intend freewheel discu among senior offici tomorrow topic includ save invest issu consum credit hou implic govern budget deficit talk come particularli delic time japan govern face increa domest pressur abandon tightfist fiscal polici stimul sag economi spend u offici complain japan intent boost domest demand import washington want japan offici turn point finger huge u budget deficit one main culprit trade imbal budget deficit meant u buy import japan seem particularli peev singl draft trade bill senat nation follow adverseri trade practic condemn japan without due process one japan offici said refer spoil otherwi wellthoughtout bill introduc democrat senat lloyd bentsen said japan also total happi administr trade bill particularli propo establish reciproc access foreign market one criterion retaliatori trade action u offici said nevertheless japan offici said remain weak bargain posit especi threat trade bill overhang leverag one offici admit result tokyo strive meet u complaint trade practic varieti field includ super comput u press greater access japan super comput market japan govern sent long questionnair public institut like univ buy sophist machin hope eventu set inform bid procedur easili understood potenti seller offici said",trade
INDIA TO HOLD WHITE SUGAR BUYING TENDER india hold buy tender wednesday march 4 two three cargo white sugar marchapril shipment trader said,sugar
CARLTON COMMUNICATIONS OPTIMISTIC FOR 1987 carlton commun plc start current financ year well account first four month show healthi increa period last year chairman mp green told annual meet look forward 1987 optim issu 46 mln share adr form success complet ad carlton intend increa presenc u repr 50 pct world televi market condit worldwid televi industri continu look buoyant chairman note,earn
GULF ARAB DEPUTY OIL MINISTERS TO MEET IN BAHRAIN deputi oil minist six gulf arab state meet bahrain today discu coordin crude oil market offici emir news agenc wam report wam said offici would discu implement last sunday agreement doha gulf cooper council gcc oil minist help market crude oil four gcc state saudi arabia unit arab emir uae kuwait qatar member organia petroleum export countri opec face stiff buyer resist offici opec price,crude
SAUDI ARABIA REITERATES COMMITMENT TO OPEC ACCORD saudi arabian oil minist hisham nazer reiter kingdom commit last decemb opec accord boost world oil price stabil market offici saudi press agenc spa said ask agenc recent fall free market oil price nazer said saudi arabia fulli adher accord never sell oil price pronounc price circumst saudi arabia main architect decemb pact opec agr cut total oil output ceil 725 pct return fix price around 18 dollar barrel,crude
KUWAIT MINISTER SAYS NO EMERGENCY OPEC TALKS SET kuwait oil minist said newspap interview plan emerg opec meet recent weak world oil price sheikh ali alkhalifa alsabah quot local daili alqaba say none opec member ask meet also deni kuwait pump opec quota 948000 barrel crude daili bpd crude oil price fell sharpli last week intern oil trader analyst estim 13nation opec pump one million bpd selfimpo limit,crude
TAIWAN PLANS NEW TARIFF CUTS taiwan plan anoth round deep tariff cut year help narrow trade surplu u senior econom planner said wang chaom vicechairman council econom plan develop told reuter taiwan would reduc import tariff 1700 product sometim second half year cut 50 pct item made last year wang said cut would go much deeper speed liberali cut import tariff faster substanti said unit state taiwan main trade partner said island import tariff still rang high almost 60 pct unaccept critici cut select taiwan trade surplu unit state hit 136 billion dlr last year surplu boost foreign exchang reserv 50 billion dlr wang said made taiwan target u protect wang said trade surplu reserv weaken taiwan posit talk washington export quota particularli shoe textil machin tool among island main exportearn special taiwan trade deleg leav washington tomorrow tri renegoti agreement sign last year limit export taiwan textil accord taiwan textil export growth limit 05 pct year 1988 taipei said lose market south korea hong kong given gener term reuter,trade
"HUTCHISON SEES HIGHER PAYOUT, SATISFACTORY PROFITS hutchison whampoa ltd hwhhhk expect satisfactori profit 1987 pay higher dividend year chairman li kash said make specif project compani earn year said firm pay dividend le 325 cent per share propo fourforon stock split oneforfour bonu issu paid total dividend 130 dlr per share last year equal 26 cent per share adjust bonu share split hutchison oper rang trade properti contain termin earlier report aftertax profit 162 billion dlr 119 billion dlr 1985 1986 total exclud extraordinari gain 563 mln dlr partli sale stake south china morn post lead english languag newspap compar 369 mln dlr previou year said expect anoth 277 mln dlr gain 1987 sale remain share li said hong kong properti market remain strong economi perform better forecast larg exportl growth gross domest product grew nearli nine pct last year initi govern project 45 pct said hong kong larg trade deficit u may result protectionist measur adver affect british coloni said compani major oper show improv result 1986 hutchison said earlier sell entir 235 pct interest hongkong electr hold ltd hkehhk cavendish intern hold ltd spinoff hongkong electr reorgani announc separ hongkong electr spin nonelectr relat activ cavendish list local stock exchang hongkong electr sharehold receiv one share cavendish everi hongkong electr share cavendish buy 3482 mln hongkong electr share hutchison issu 975 mln new share spinoff sale hongkong electr share give hutchison 53 pct stake cavendish li said deci spinoff cavendish reliev hongkong electr public critic power compani make riski invest deni pressur govern spinoff said cavendish seven billion dlr asset almost debt free 340 mln dlr liabilit major asset hong kong hilton hotel properti develop interest huski oil ltd hyoto canada pearson plc psonl britain",earn
SCIENTIFIC MICRO SYSTEMS &lt;SMSI> ACUIRES SUPERMAC scientif micro system inc said acquir supermac technolog rapidli grow supplier enhanc product disc drive subsystem appl person comput market scientif micro said acquir common stock supermac exchang 105 mln share common stock stock close 550 dlr bid friday supermac privat held firm base mountain view california scientif micro report net profit 300000 dlr revenu 95 mln dlr fiscal 1986 expect revenu approxim doubl 1987,acq
AMERICAN EXPRESS &lt;AXP> VIEWING SHEARSON OPTIONS american express co rumor consid spinoff part shearson lehman brother inc said studi rang option brokerag unit could improv shearon access capit help meet broaden intern competit joint statement american express shearson said action consid integr part american express worldwid financ servic strategi two compani intern extern discu matter american express said deci reach strateg option shearson could ultim decid follow growth plan alreadi place last week rumor circul wall street financ servic giant consid spinoff part shearson specul may consid sell stake japan firm analyst said specul also focu american express sell 20 pct profit brokerag firm public specul american express also consid total spinoff shearson plan consid highli unlik analyst said american express said statement sunday comment rumor specul spokesman would go beyond statement compani also remain silent last thursday friday rumor drove american express stock total 512 dlr two day bring friday close 74 said issu statement sunday similar statement circul employ analyst divid whether make sen american express give stake whollyown brokerag improv aftertax earn 50 pct last year analyst said american express may consid spin part shearson concern stock price fulli reflect valu brokerag firm shearson contribut 316 mln dlr american express 125 billion dlr net 1986 american express ambiti plan intern growth may also enhanc ad cash spin part shearson would bring analyst specul shearson would market valu 35 billion dlr howev need ad capit puzzl american express posit rai capit need said larri eckenfeld prudentialbach secur analyst said rumor fed reorgan shearson manag wednesday chief oper offic jeffrey lane got ad previou vacant post presid reorgan also creat four new posit chairman shearson oper divi move analyst specul would allow shearson stand alon compani analyst contact sunday said statement littl clarifi last week market specul confirm howev financ servic firm unsuccess attempt expand shearson major acquisit last year look beyond wall growth posit global market competit late last year shearson takeov offer ef hutton group inc reject hutton analyst said specul shearson also rebuf approach anoth major wall street brokerag,acq
ROPAK &lt;ROPK> HAS 34 PCT OF BUCKHORN &lt;BKN> ropak corp said receiv accept 456968 common share 527035 seri convert prefer share buckhorn inc four dlr 575 dlr respect respon tender offer expir friday 344 pct buckhorn vote power compani 63000 common 25100 prefer share start hostil tender ropak said borrow fund need buy buckhorn share bank lender need use fund anoth bank commit provid margin loan ropak said waiv minimum accept requir buy share intend evalu number possibl way complet acquisit buckhorn said hope buckhorn board reevalu posit enter mean negoti,acq
PHILADELPHIA PORT CLOSED BY TANKER CRASH port philadelphia close cypriot oil tanker seaprid ii ran aground hit 200foot tower support power line across river coast guard spokesman said said oil spill ship lodg rock opposit hope creek nuclear power plant new jersey said port would close today hope refloat ship high tide deliv oil refineri paulsboro new jersey ship appar lost steer hit power transmiss line carri power nuclear plant state delawar,ship
